Major,Small Major Cluster,Large Major Cluster,Job Title,Small Job Title Cluster,Large Job Title Cluster
Marketing Management,Marketing & Communication,BUSINESS & MANAGEMENT,Portfolio Sales Agent,Unclassified Jobs,Unclassified
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Accountant,Accounting & Audit,Business & Finance
Middle/Secondary Education,Teacher Education,EDUCATION & SOCIAL SERVICES,Middle School Social Studies Teacher,Unclassified Jobs,Unclassified
COJO Persuasion/Soc Influence,Communication Studies,COMMUNICATION & MEDIA,Admissions Counselor,Unclassified Jobs,Unclassified
Actuarial Science,Finance & Accounting,BUSINESS & MANAGEMENT,Teaching Assistant,Research & Science,Healthcare & Science
Neuroscience,Biological Sciences,NATURAL & HEALTH SCIENCES,Disability Resource Center Administrative Fellow,Unclassified Jobs,Unclassified
Neuroscience,Biological Sciences,NATURAL & HEALTH SCIENCES,Researcher 1,Unclassified Jobs,Unclassified
Chemistry,Physical Sciences,NATURAL & HEALTH SCIENCES,lab Manager,Unclassified Jobs,Unclassified
Marketing Management,Marketing & Communication,BUSINESS & MANAGEMENT,Marketing Specialist,Sales & Marketing,Business & Finance
Economics - Business,Economics,BUSINESS & MANAGEMENT,Athletic Facilities Support,Unclassified Jobs,Unclassified
Justice & Peace Studies,Social Sciences,SOCIAL SCIENCES & HUMANITIES,"Administrative Assistant, Academic Counseling",Unclassified Jobs,Unclassified
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Concession Stand Attendant,Unclassified Jobs,Unclassified
COJO Journalism,Journalism & Media,COMMUNICATION & MEDIA,Assistant Dance Team Coach,Unclassified Jobs,Unclassified
Mechanical Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Engineering Teaching Assistant,Unclassified Jobs,Unclassified
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Groundskeeper,Unclassified Jobs,Unclassified
Entrepreneurship,General Business,BUSINESS & MANAGEMENT,Project Data Analyst Assitant,Unclassified Jobs,Unclassified
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Summit MarketPlace Worker,Unclassified Jobs,Unclassified
Music - Performance,Arts & Theology,"ARTS, LANGUAGES & THEOLOGY",Administrative Assistant,IT & Infrastructure,Technology & Engineering
Biology of Global Health,Biological Sciences,NATURAL & HEALTH SCIENCES,Graduate Assistant,Unclassified Jobs,Unclassified
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Amazon Delivery Associate,Unclassified Jobs,Unclassified
Mechanical Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,,,
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Jr. Mortgage Loan Officer,Unclassified Jobs,Unclassified
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Financial Analyst,Finance & Investment,Business & Finance
Economics - Business,Economics,BUSINESS & MANAGEMENT,Securities Specialist,Unclassified Jobs,Unclassified
Economics - Business,Economics,BUSINESS & MANAGEMENT,Business Operations Specialist,Unclassified Jobs,Unclassified
Gen Business Mgmt,General Business,BUSINESS & MANAGEMENT,Aviation Electrician,Unclassified Jobs,Unclassified
Economics - Mathematical,Economics,BUSINESS & MANAGEMENT,Naval Aviator,Unclassified Jobs,Unclassified
Mechanical Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,RPA Pilot,Unclassified Jobs,Unclassified
Computer Science (BS),Computer Science & IT,ENGINEERING & TECHNOLOGY,Pilot,Unclassified Jobs,Unclassified
Mathematics (Applied Track),Unclassified,Unclassified,Data Analyst,Software & Data,Technology & Engineering
Marketing Management,Marketing & Communication,BUSINESS & MANAGEMENT,Marketing Research Analyst,Unclassified Jobs,Unclassified
Statistics,Unclassified,Unclassified,Catastrophe Risk Analyst,Unclassified Jobs,Unclassified
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Staff Accountant,Accounting & Audit,Business & Finance
Marketing Management,Marketing & Communication,BUSINESS & MANAGEMENT,Account Manager,Leadership (General),Business & Finance
Actuarial Science,Finance & Accounting,BUSINESS & MANAGEMENT,Insurance Services Office Representative,Unclassified Jobs,Unclassified
Philosophy,Humanities & Liberal Arts,SOCIAL SCIENCES & HUMANITIES,Patient Care Coordinator,Management & Operations,Business & Finance
Mechanical Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Sustainable Energy Intern,Unclassified Jobs,Unclassified
Health Promotion & Wellness,Health & Wellness,NATURAL & HEALTH SCIENCES,Performance Coordinator,Management & Operations,Business & Finance
Exercise Science,Health & Wellness,NATURAL & HEALTH SCIENCES,Performance Coordinator,Management & Operations,Business & Finance
Real Estate Studies,Specialized Business,BUSINESS & MANAGEMENT,Founder,Leadership (General),Business & Finance
Biochemistry,Biological Sciences,NATURAL & HEALTH SCIENCES,Pharmacy Technician,IT & Infrastructure,Technology & Engineering
Biochemistry,Biological Sciences,NATURAL & HEALTH SCIENCES,Pharmacy Technician,IT & Infrastructure,Technology & Engineering
Neuroscience,Biological Sciences,NATURAL & HEALTH SCIENCES,Certified Pharmacy Technician,Unclassified Jobs,Unclassified
Elementary Education (K-6),Teacher Education,EDUCATION & SOCIAL SERVICES,Teacher,Education,Education & Service
Marketing Management,Marketing & Communication,BUSINESS & MANAGEMENT,Account manager,Leadership (General),Business & Finance
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Home mortgage consultant,Unclassified Jobs,Unclassified
Computer Science,Computer Science & IT,ENGINEERING & TECHNOLOGY,Technology Associate,Unclassified Jobs,Unclassified
Legal Studies,Unclassified,Unclassified,Correspondent Operations Production Specialist III,Unclassified Jobs,Unclassified
Economics - Business,Economics,BUSINESS & MANAGEMENT,Data Analytics Technology Associate,Unclassified Jobs,Unclassified
Actuarial Science,Finance & Accounting,BUSINESS & MANAGEMENT,Mortgage Consultant,Unclassified Jobs,Unclassified
Real Estate Studies,Specialized Business,BUSINESS & MANAGEMENT,Home Mortgage Consultant,Unclassified Jobs,Unclassified
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Wealth and investment management,Unclassified Jobs,Unclassified
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Securities Analyst 3,Unclassified Jobs,Unclassified
Bus Admin - Communication,Marketing & Communication,BUSINESS & MANAGEMENT,Marketing Coordinator,Management & Operations,Business & Finance
Environmental Studies,Environmental Sciences,NATURAL & HEALTH SCIENCES,Outdoor Leader,Unclassified Jobs,Unclassified
Intl Studies - Pol Sci,International Studies,SOCIAL SCIENCES & HUMANITIES,Associate Global Specialist,Unclassified Jobs,Unclassified
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Business Analyst,Unclassified Jobs,Unclassified
English,English & Writing,"ARTS, LANGUAGES & THEOLOGY",Software Engineer,Software & Data,Technology & Engineering
COJO Journalism,Journalism & Media,COMMUNICATION & MEDIA,Multi-Media Journalist,Unclassified Jobs,Unclassified
Marketing Management,Marketing & Communication,BUSINESS & MANAGEMENT,Marketing Coordinator,Management & Operations,Business & Finance
COJO Strategic Communications,Communication Studies,COMMUNICATION & MEDIA,"Associate, Client Partnerships",Unclassified Jobs,Unclassified
Leadership & Management,Unclassified,Unclassified,Dance Instructor,Unclassified Jobs,Unclassified
English - Creative Writing,Creative Writing,COMMUNICATION & MEDIA,Editorial Intern,Unclassified Jobs,Unclassified
Geography - Geo Info Sys (GIS),Environmental Sciences,NATURAL & HEALTH SCIENCES,GIS Technician,Unclassified Jobs,Unclassified
Bus Admin - Communication,Marketing & Communication,BUSINESS & MANAGEMENT,Customer and innovation analyst,Unclassified Jobs,Unclassified
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Operations Administrator,Unclassified Jobs,Unclassified
COJO Strategic Communications,Communication Studies,COMMUNICATION & MEDIA,"Marketing, PR, & Media Intern",Unclassified Jobs,Unclassified
English,English & Writing,"ARTS, LANGUAGES & THEOLOGY",Development Manager,Unclassified Jobs,Unclassified
Digital Media Arts,Journalism & Media,COMMUNICATION & MEDIA,chief in charge,Unclassified Jobs,Unclassified
Psychology,Social Sciences,SOCIAL SCIENCES & HUMANITIES,,,
Biology (BS),Biological Sciences,NATURAL & HEALTH SCIENCES,Customer Service Associate,Unclassified Jobs,Unclassified
Legal Studies,Unclassified,Unclassified,,,
COJO Persuasion/Soc Influence,Communication Studies,COMMUNICATION & MEDIA,,,
Psychology,Social Sciences,SOCIAL SCIENCES & HUMANITIES,,,
Social Work,Social Work,EDUCATION & SOCIAL SERVICES,,,
Psychology,Social Sciences,SOCIAL SCIENCES & HUMANITIES,,,
Gen Business Mgmt,General Business,BUSINESS & MANAGEMENT,,,
Philosophy,Humanities & Liberal Arts,SOCIAL SCIENCES & HUMANITIES,,,
Psychology,Social Sciences,SOCIAL SCIENCES & HUMANITIES,,,
Biology,Biological Sciences,NATURAL & HEALTH SCIENCES,,,
Exercise Science,Health & Wellness,NATURAL & HEALTH SCIENCES,,,
Marketing Management,Marketing & Communication,BUSINESS & MANAGEMENT,,,
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,,,
Exercise Science,Health & Wellness,NATURAL & HEALTH SCIENCES,,,
Biology (BS),Biological Sciences,NATURAL & HEALTH SCIENCES,,,
Computer Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,,,
Exercise Science,Health & Wellness,NATURAL & HEALTH SCIENCES,,,
Biology (BS),Biological Sciences,NATURAL & HEALTH SCIENCES,,,
Legal Studies,Unclassified,Unclassified,,,
Political Science,Social Sciences,SOCIAL SCIENCES & HUMANITIES,,,
Mechanical Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,,,
Social Work,Social Work,EDUCATION & SOCIAL SERVICES,,,
Biology (BS),Biological Sciences,NATURAL & HEALTH SCIENCES,,,
Biochemistry,Biological Sciences,NATURAL & HEALTH SCIENCES,,,
Political Science,Social Sciences,SOCIAL SCIENCES & HUMANITIES,,,
Psychology,Social Sciences,SOCIAL SCIENCES & HUMANITIES,,,
Biology (BS),Biological Sciences,NATURAL & HEALTH SCIENCES,,,
Legal Studies,Unclassified,Unclassified,,,
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,,,
Gen Business Mgmt,General Business,BUSINESS & MANAGEMENT,,,
Health Promotion & Wellness,Health & Wellness,NATURAL & HEALTH SCIENCES,,,
Music - Business,Arts & Theology,"ARTS, LANGUAGES & THEOLOGY",,,
History,Humanities & Liberal Arts,SOCIAL SCIENCES & HUMANITIES,,,
Actuarial Science,Finance & Accounting,BUSINESS & MANAGEMENT,,,
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,,,
Intl Studies - History,International Studies,SOCIAL SCIENCES & HUMANITIES,,,
International Business,Specialized Business,BUSINESS & MANAGEMENT,,,
English,English & Writing,"ARTS, LANGUAGES & THEOLOGY",,,
Neuroscience,Biological Sciences,NATURAL & HEALTH SCIENCES,,,
Political Science,Social Sciences,SOCIAL SCIENCES & HUMANITIES,,,
English - Creative Writing,Creative Writing,COMMUNICATION & MEDIA,,,
Entrepreneurship,General Business,BUSINESS & MANAGEMENT,,,
Elementary Education (K-6),Teacher Education,EDUCATION & SOCIAL SERVICES,,,
Political Science,Social Sciences,SOCIAL SCIENCES & HUMANITIES,,,
Chemistry,Physical Sciences,NATURAL & HEALTH SCIENCES,,,
Exercise Science,Health & Wellness,NATURAL & HEALTH SCIENCES,,,
Marketing Management,Marketing & Communication,BUSINESS & MANAGEMENT,,,
Exercise Science,Health & Wellness,NATURAL & HEALTH SCIENCES,,,
Exercise Science,Health & Wellness,NATURAL & HEALTH SCIENCES,,,
English,English & Writing,"ARTS, LANGUAGES & THEOLOGY",,,
Environmental Sci (Biology),Biological Sciences,NATURAL & HEALTH SCIENCES,,,
Chemistry,Physical Sciences,NATURAL & HEALTH SCIENCES,,,
History,Humanities & Liberal Arts,SOCIAL SCIENCES & HUMANITIES,,,
Mathematics (Pure Track),Unclassified,Unclassified,,,
Biochemistry,Biological Sciences,NATURAL & HEALTH SCIENCES,,,
Sociology,Social Sciences,SOCIAL SCIENCES & HUMANITIES,,,
Mathematics (Applied Track),Unclassified,Unclassified,,,
Justice & Peace Studies,Social Sciences,SOCIAL SCIENCES & HUMANITIES,,,
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,,,
Electrical Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,R&D Electrical Engineer I at Abbott,Unclassified Jobs,Unclassified
Economics - Public Policy,Economics,BUSINESS & MANAGEMENT,,,
Economics - Business,Economics,BUSINESS & MANAGEMENT,,,
Economics - Mathematical,Economics,BUSINESS & MANAGEMENT,,,
Catholic Studies,Arts & Theology,"ARTS, LANGUAGES & THEOLOGY",,,
Philosophy,Humanities & Liberal Arts,SOCIAL SCIENCES & HUMANITIES,,,
Philosophy,Humanities & Liberal Arts,SOCIAL SCIENCES & HUMANITIES,,,
Philosophy,Humanities & Liberal Arts,SOCIAL SCIENCES & HUMANITIES,,,
Philosophy,Humanities & Liberal Arts,SOCIAL SCIENCES & HUMANITIES,,,
Political Science,Social Sciences,SOCIAL SCIENCES & HUMANITIES,University of St. Thomas Graduate             Former President of BridgeUST,Unclassified Jobs,Unclassified
Psychology,Social Sciences,SOCIAL SCIENCES & HUMANITIES,,,
English,English & Writing,"ARTS, LANGUAGES & THEOLOGY",,,
Political Science,Social Sciences,SOCIAL SCIENCES & HUMANITIES,,,
Philosophy,Humanities & Liberal Arts,SOCIAL SCIENCES & HUMANITIES,"Juris Doctor Candidate, University of Colorado",Unclassified Jobs,Unclassified
Catholic Studies,Arts & Theology,"ARTS, LANGUAGES & THEOLOGY",,,
Philosophy,Humanities & Liberal Arts,SOCIAL SCIENCES & HUMANITIES,,,
COJO Strategic Communications,Communication Studies,COMMUNICATION & MEDIA,,,
English - Creative Writing,Creative Writing,COMMUNICATION & MEDIA,,,
Psychology,Social Sciences,SOCIAL SCIENCES & HUMANITIES,,,
Actuarial Science,Finance & Accounting,BUSINESS & MANAGEMENT,"Intern at Risk Placement Services, Inc.",Unclassified Jobs,Unclassified
Neuroscience,Biological Sciences,NATURAL & HEALTH SCIENCES,,,
Entrepreneurship,General Business,BUSINESS & MANAGEMENT,,,
Psychology,Social Sciences,SOCIAL SCIENCES & HUMANITIES,,,
Criminal Justice,Social Sciences,SOCIAL SCIENCES & HUMANITIES,,,
Computer Science (BS),Computer Science & IT,ENGINEERING & TECHNOLOGY,,,
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,,,
Mechanical Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,,,
Marketing Management,Marketing & Communication,BUSINESS & MANAGEMENT,Marketing Management Graduate from the University of St. Thomas - Opus College of Business,Unclassified Jobs,Unclassified
Biology (BS),Biological Sciences,NATURAL & HEALTH SCIENCES,,,
Justice & Peace Studies,Social Sciences,SOCIAL SCIENCES & HUMANITIES,,,
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,,,
Gen Business Mgmt,General Business,BUSINESS & MANAGEMENT,,,
Biology (BS),Biological Sciences,NATURAL & HEALTH SCIENCES,,,
Mechanical Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Recent Graduate from University of St. Thomas,Unclassified Jobs,Unclassified
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,,,
Legal Studies,Unclassified,Unclassified,,,
Biology,Biological Sciences,NATURAL & HEALTH SCIENCES,,,
Psychology,Social Sciences,SOCIAL SCIENCES & HUMANITIES,,,
Gen Business Mgmt,General Business,BUSINESS & MANAGEMENT,,,
Political Science,Social Sciences,SOCIAL SCIENCES & HUMANITIES,Second Year Law Student at Mitchell Hamline School of Law,Unclassified Jobs,Unclassified
Economics,Economics,BUSINESS & MANAGEMENT,,,
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,,,
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Financial Analyst,Finance & Investment,Business & Finance
Actuarial Science,Finance & Accounting,BUSINESS & MANAGEMENT,,,
Mechanical Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,,,
Biochemistry,Biological Sciences,NATURAL & HEALTH SCIENCES,,,
Middle/Secondary Education,Teacher Education,EDUCATION & SOCIAL SERVICES,,,
History,Humanities & Liberal Arts,SOCIAL SCIENCES & HUMANITIES,,,
Psychology,Social Sciences,SOCIAL SCIENCES & HUMANITIES,,,
Gen Business Mgmt,General Business,BUSINESS & MANAGEMENT,,,
